No	TMNo	EnNo	Name		GMNo	Mode	DateTime
1	1	30735	        	0	1	2025/11/04 13:18:45
2	1	2	        	1	1	2025/11/05 10:18:38
3	1	28849	        	1	1	2025/11/05 11:14:34
4	1	28849	        	0	1	2025/11/05 11:15:07
5	1	2	        	0	1	2025/11/05 11:51:43
6	1	28850	        	0	1	2025/11/05 12:00:49
7	1	30736	        	0	1	2025/11/05 12:00:55
8	1	30728	        	0	1	2025/11/05 16:59:18
9	1	30728	        	0	1	2025/11/05 16:59:42
10	1	30735	        	0	1	2025/11/05 17:00:17
11	1	30735	        	0	1	2025/11/05 17:00:19
12	1	30732	        	0	1	2025/11/05 17:00:37
13	1	30316	        	6	1	2025/11/05 17:05:52
14	1	30316	        	6	1	2025/11/05 17:05:54
15	1	28849	        	6	1	2025/11/05 17:14:50
16	1	28849	        	5	1	2025/11/05 17:14:56
17	1	28849	        	3	1	2025/11/05 17:15:01
18	1	28849	        	2	1	2025/11/05 17:15:08
19	1	28849	        	2	1	2025/11/05 17:15:09
20	1	28928	        	6	1	2025/11/05 19:53:41
21	1	29553	        	0	1	2025/11/06 04:50:14
22	1	29553	        	0	1	2025/11/06 04:50:16
23	1	24779	        	0	1	2025/11/06 06:59:23
24	1	24779	        	0	1	2025/11/06 06:59:25
25	1	24779	        	0	1	2025/11/06 06:59:27
26	1	30736	        	1	1	2025/11/06 07:27:04
27	1	30736	        	1	1	2025/11/06 07:27:06
28	1	30736	        	1	1	2025/11/06 07:27:07
29	1	30736	        	0	1	2025/11/06 07:27:09
30	1	28952	        	1	1	2025/11/06 07:28:04
31	1	28952	        	1	1	2025/11/06 07:28:06
32	1	28952	        	1	1	2025/11/06 07:28:08
33	1	30733	        	1	1	2025/11/06 07:31:24
34	1	30732	        	0	1	2025/11/06 07:38:09
35	1	30528	        	0	1	2025/11/06 07:40:10
36	1	30528	        	0	1	2025/11/06 07:40:13
37	1	28850	        	1	1	2025/11/06 07:42:55
38	1	28850	        	0	1	2025/11/06 07:43:01
39	1	28849	        	0	1	2025/11/06 07:47:03
40	1	28849	        	0	1	2025/11/06 07:47:04
41	1	29588	        	1	1	2025/11/06 07:47:47
42	1	29588	        	0	1	2025/11/06 07:47:50
43	1	30180	        	1	1	2025/11/06 07:50:10
44	1	30180	        	0	1	2025/11/06 07:50:13
45	1	30728	        	0	1	2025/11/06 07:51:24
46	1	30728	        	1	1	2025/11/06 07:51:33
47	1	30728	        	1	1	2025/11/06 07:51:35
48	1	30170	        	1	1	2025/11/06 07:53:35
49	1	30170	        	1	1	2025/11/06 07:53:36
50	1	30316	        	1	1	2025/11/06 07:53:54
51	1	30316	        	1	1	2025/11/06 07:53:56
52	1	30316	        	0	1	2025/11/06 07:53:57
53	1	30178	        	0	1	2025/11/06 07:59:16
54	1	30178	        	0	1	2025/11/06 07:59:19
55	1	30314	        	1	1	2025/11/06 08:01:21
56	1	30314	        	0	1	2025/11/06 08:01:25
57	1	30724	        	0	1	2025/11/06 08:01:42
58	1	30724	        	0	1	2025/11/06 08:01:45
59	1	28928	        	1	1	2025/11/06 08:02:17
60	1	30734	        	0	1	2025/11/06 08:05:56
61	1	30734	        	0	1	2025/11/06 08:06:29
62	1	30735	        	1	1	2025/11/06 08:31:05
63	1	30735	        	0	1	2025/11/06 08:31:08
64	1	29589	        	1	1	2025/11/06 08:43:19
65	1	30316	        	2	1	2025/11/06 11:59:24
66	1	30316	        	2	1	2025/11/06 11:59:25
67	1	30316	        	0	1	2025/11/06 11:59:59
68	1	30316	        	0	1	2025/11/06 12:00:01
69	1	28850	        	2	1	2025/11/06 12:00:26
70	1	28850	        	2	1	2025/11/06 12:00:28
71	1	30736	        	2	1	2025/11/06 12:00:47
72	1	30736	        	2	1	2025/11/06 12:00:49
73	1	30736	        	2	1	2025/11/06 12:00:51
74	1	30736	        	3	1	2025/11/06 12:01:39
75	1	30736	        	3	1	2025/11/06 12:01:40
76	1	30736	        	3	1	2025/11/06 12:01:42
77	1	28850	        	3	1	2025/11/06 12:01:59
78	1	28850	        	3	1	2025/11/06 12:02:01
79	1	29589	        	2	1	2025/11/06 12:03:27
80	1	29589	        	3	1	2025/11/06 12:03:35
81	1	30734	        	0	1	2025/11/06 12:03:52
82	1	30178	        	2	1	2025/11/06 12:04:45
